v1,v2
v2,v4
v3,v22
v4,v5
v4,v6
v6,v7
v6,v8
v8,v9
v8,v10
v10,v11
v10,v12
v12,v13
v12,v14
v14,v15
v14,v16
v16,v17
v16,v18
v18,v19
v18,v20
v20,v3
v20,v21
v23,v24
v25,v26
v26,v27
v27,v28
v28,v29
v29,v30
v30,v33
v30,v34
v33,v49
v34,v35
v35,v36
v35,v45
v36,v37
v36,v42
v37,v38
v38,v39
v39,v40
v40,v41
v41,v42
v42,v43
v43,v44
v44,v30
v45,v46
v45,v48
v46,v47
v47,v44
v48,v47
v49,v50
v49,v52
v50,v51
v51,v52
v52,v53
