168:AOR:+(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:95:90.0 + 5.0 * FastMath.sqrt(30.0) |==> 90.0 / (5.0 * FastMath.sqrt(30.0))
169:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:95:180.0 |==> 0.0
170:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:95:180.0 |==> -180.0
171:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:95:(90.0 + 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 + 5.0 * FastMath.sqrt(30.0)) % 180.0
172:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:95:(90.0 + 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 + 5.0 * FastMath.sqrt(30.0)) * 180.0
173:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:95:(90.0 + 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 + 5.0 * FastMath.sqrt(30.0)) + 180.0
174:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:95:(90.0 + 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 + 5.0 * FastMath.sqrt(30.0)) - 180.0
175:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:90.0 |==> 0.0
176:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:90.0 |==> -90.0
177:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:5.0 |==> 0.0
178:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:5.0 |==> -5.0
179:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:30.0 |==> 0.0
180:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:30.0 |==> -30.0
181:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:5.0 * FastMath.sqrt(30.0) |==> 5.0 % FastMath.sqrt(30.0)
182:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:5.0 * FastMath.sqrt(30.0) |==> 5.0 + FastMath.sqrt(30.0)
183:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:5.0 * FastMath.sqrt(30.0) |==> 5.0 - FastMath.sqrt(30.0)
184:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:5.0 * FastMath.sqrt(30.0) |==> 5.0 / FastMath.sqrt(30.0)
185:AOR:+(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:90.0 + 5.0 * FastMath.sqrt(30.0) |==> 90.0 % (5.0 * FastMath.sqrt(30.0))
186:AOR:+(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:90.0 + 5.0 * FastMath.sqrt(30.0) |==> 90.0 * (5.0 * FastMath.sqrt(30.0))
187:AOR:+(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:90.0 + 5.0 * FastMath.sqrt(30.0) |==> 90.0 - 5.0 * FastMath.sqrt(30.0)
188:AOR:+(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:90.0 + 5.0 * FastMath.sqrt(30.0) |==> 90.0 / (5.0 * FastMath.sqrt(30.0))
189:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:180.0 |==> 0.0
190:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:180.0 |==> -180.0
191:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:(90.0 + 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 + 5.0 * FastMath.sqrt(30.0)) % 180.0
192:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:(90.0 + 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 + 5.0 * FastMath.sqrt(30.0)) * 180.0
193:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:(90.0 + 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 + 5.0 * FastMath.sqrt(30.0)) + 180.0
194:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:96:(90.0 + 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 + 5.0 * FastMath.sqrt(30.0)) - 180.0
195:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:90.0 |==> 0.0
196:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:90.0 |==> -90.0
197:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:5.0 |==> 0.0
198:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:5.0 |==> -5.0
199:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:30.0 |==> 0.0
200:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:30.0 |==> -30.0
201:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:5.0 * FastMath.sqrt(30.0) |==> 5.0 % FastMath.sqrt(30.0)
202:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:5.0 * FastMath.sqrt(30.0) |==> 5.0 + FastMath.sqrt(30.0)
203:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:5.0 * FastMath.sqrt(30.0) |==> 5.0 - FastMath.sqrt(30.0)
204:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:5.0 * FastMath.sqrt(30.0) |==> 5.0 / FastMath.sqrt(30.0)
205:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:90.0 - 5.0 * FastMath.sqrt(30.0) |==> 90.0 % (5.0 * FastMath.sqrt(30.0))
206:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:90.0 - 5.0 * FastMath.sqrt(30.0) |==> 90.0 * (5.0 * FastMath.sqrt(30.0))
207:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:90.0 - 5.0 * FastMath.sqrt(30.0) |==> 90.0 + 5.0 * FastMath.sqrt(30.0)
208:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:90.0 - 5.0 * FastMath.sqrt(30.0) |==> 90.0 / (5.0 * FastMath.sqrt(30.0))
209:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:180.0 |==> 0.0
210:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:180.0 |==> -180.0
211:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:(90.0 - 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 - 5.0 * FastMath.sqrt(30.0)) % 180.0
212:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:(90.0 - 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 - 5.0 * FastMath.sqrt(30.0)) * 180.0
213:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:(90.0 - 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 - 5.0 * FastMath.sqrt(30.0)) + 180.0
214:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:97:(90.0 - 5.0 * FastMath.sqrt(30.0)) / 180.0 |==> (90.0 - 5.0 * FastMath.sqrt(30.0)) - 180.0
215:ORU:-(double):+(double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:-FastMath.sqrt((35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0) |==> +FastMath.sqrt((35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0)
216:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:35.0 |==> 0.0
217:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:35.0 |==> -35.0
218:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:2.0 |==> 0.0
219:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:2.0 |==> -2.0
220:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:70.0 |==> 0.0
221:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:70.0 |==> -70.0
222:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:2.0 * FastMath.sqrt(70.0) |==> 2.0 % FastMath.sqrt(70.0)
223:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:2.0 * FastMath.sqrt(70.0) |==> 2.0 + FastMath.sqrt(70.0)
224:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:2.0 * FastMath.sqrt(70.0) |==> 2.0 - FastMath.sqrt(70.0)
225:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:2.0 * FastMath.sqrt(70.0) |==> 2.0 / FastMath.sqrt(70.0)
226:AOR:+(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:35.0 + 2.0 * FastMath.sqrt(70.0) |==> 35.0 % (2.0 * FastMath.sqrt(70.0))
227:AOR:+(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:35.0 + 2.0 * FastMath.sqrt(70.0) |==> 35.0 * (2.0 * FastMath.sqrt(70.0))
228:AOR:+(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:35.0 + 2.0 * FastMath.sqrt(70.0) |==> 35.0 - 2.0 * FastMath.sqrt(70.0)
229:AOR:+(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:35.0 + 2.0 * FastMath.sqrt(70.0) |==> 35.0 / (2.0 * FastMath.sqrt(70.0))
230:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:63.0 |==> 0.0
231:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:63.0 |==> -63.0
232:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:(35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 + 2.0 * FastMath.sqrt(70.0)) % 63.0
233:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:(35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 + 2.0 * FastMath.sqrt(70.0)) * 63.0
234:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:(35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 + 2.0 * FastMath.sqrt(70.0)) + 63.0
235:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:102:(35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 + 2.0 * FastMath.sqrt(70.0)) - 63.0
236:ORU:-(double):+(double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:-FastMath.sqrt((35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0) |==> +FastMath.sqrt((35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0)
237:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:35.0 |==> 0.0
238:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:35.0 |==> -35.0
239:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:2.0 |==> 0.0
240:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:2.0 |==> -2.0
241:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:70.0 |==> 0.0
242:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:70.0 |==> -70.0
243:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:2.0 * FastMath.sqrt(70.0) |==> 2.0 % FastMath.sqrt(70.0)
244:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:2.0 * FastMath.sqrt(70.0) |==> 2.0 + FastMath.sqrt(70.0)
245:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:2.0 * FastMath.sqrt(70.0) |==> 2.0 - FastMath.sqrt(70.0)
246:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:2.0 * FastMath.sqrt(70.0) |==> 2.0 / FastMath.sqrt(70.0)
247:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:35.0 - 2.0 * FastMath.sqrt(70.0) |==> 35.0 % (2.0 * FastMath.sqrt(70.0))
248:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:35.0 - 2.0 * FastMath.sqrt(70.0) |==> 35.0 * (2.0 * FastMath.sqrt(70.0))
249:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:35.0 - 2.0 * FastMath.sqrt(70.0) |==> 35.0 + 2.0 * FastMath.sqrt(70.0)
250:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:35.0 - 2.0 * FastMath.sqrt(70.0) |==> 35.0 / (2.0 * FastMath.sqrt(70.0))
251:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:63.0 |==> 0.0
252:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:63.0 |==> -63.0
253:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:(35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 - 2.0 * FastMath.sqrt(70.0)) % 63.0
254:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:(35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 - 2.0 * FastMath.sqrt(70.0)) * 63.0
255:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:(35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 - 2.0 * FastMath.sqrt(70.0)) + 63.0
256:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:103:(35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 - 2.0 * FastMath.sqrt(70.0)) - 63.0
257:LVR:0:POS:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:104:0.0 |==> 1.0
258:LVR:0:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:104:0.0 |==> -1.0
259:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:35.0 |==> 0.0
260:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:35.0 |==> -35.0
261:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:2.0 |==> 0.0
262:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:2.0 |==> -2.0
263:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:70.0 |==> 0.0
264:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:70.0 |==> -70.0
265:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:2.0 * FastMath.sqrt(70.0) |==> 2.0 % FastMath.sqrt(70.0)
266:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:2.0 * FastMath.sqrt(70.0) |==> 2.0 + FastMath.sqrt(70.0)
267:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:2.0 * FastMath.sqrt(70.0) |==> 2.0 - FastMath.sqrt(70.0)
268:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:2.0 * FastMath.sqrt(70.0) |==> 2.0 / FastMath.sqrt(70.0)
269:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:35.0 - 2.0 * FastMath.sqrt(70.0) |==> 35.0 % (2.0 * FastMath.sqrt(70.0))
270:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:35.0 - 2.0 * FastMath.sqrt(70.0) |==> 35.0 * (2.0 * FastMath.sqrt(70.0))
271:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:35.0 - 2.0 * FastMath.sqrt(70.0) |==> 35.0 + 2.0 * FastMath.sqrt(70.0)
272:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:35.0 - 2.0 * FastMath.sqrt(70.0) |==> 35.0 / (2.0 * FastMath.sqrt(70.0))
273:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:63.0 |==> 0.0
274:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:63.0 |==> -63.0
275:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:(35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 - 2.0 * FastMath.sqrt(70.0)) % 63.0
276:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:(35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 - 2.0 * FastMath.sqrt(70.0)) * 63.0
277:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:(35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 - 2.0 * FastMath.sqrt(70.0)) + 63.0
278:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:105:(35.0 - 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 - 2.0 * FastMath.sqrt(70.0)) - 63.0
279:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:35.0 |==> 0.0
280:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:35.0 |==> -35.0
281:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:2.0 |==> 0.0
282:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:2.0 |==> -2.0
283:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:70.0 |==> 0.0
284:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:70.0 |==> -70.0
285:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:2.0 * FastMath.sqrt(70.0) |==> 2.0 % FastMath.sqrt(70.0)
286:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:2.0 * FastMath.sqrt(70.0) |==> 2.0 + FastMath.sqrt(70.0)
287:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:2.0 * FastMath.sqrt(70.0) |==> 2.0 - FastMath.sqrt(70.0)
288:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:2.0 * FastMath.sqrt(70.0) |==> 2.0 / FastMath.sqrt(70.0)
289:AOR:+(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:35.0 + 2.0 * FastMath.sqrt(70.0) |==> 35.0 % (2.0 * FastMath.sqrt(70.0))
290:AOR:+(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:35.0 + 2.0 * FastMath.sqrt(70.0) |==> 35.0 * (2.0 * FastMath.sqrt(70.0))
291:AOR:+(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:35.0 + 2.0 * FastMath.sqrt(70.0) |==> 35.0 - 2.0 * FastMath.sqrt(70.0)
292:AOR:+(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:35.0 + 2.0 * FastMath.sqrt(70.0) |==> 35.0 / (2.0 * FastMath.sqrt(70.0))
293:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:63.0 |==> 0.0
294:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:63.0 |==> -63.0
295:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:(35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 + 2.0 * FastMath.sqrt(70.0)) % 63.0
296:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:(35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 + 2.0 * FastMath.sqrt(70.0)) * 63.0
297:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:(35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 + 2.0 * FastMath.sqrt(70.0)) + 63.0
298:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:106:(35.0 + 2.0 * FastMath.sqrt(70.0)) / 63.0 |==> (35.0 + 2.0 * FastMath.sqrt(70.0)) - 63.0
299:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:322.0 |==> 0.0
300:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:322.0 |==> -322.0
301:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:13.0 |==> 0.0
302:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:13.0 |==> -13.0
303:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:70.0 |==> 0.0
304:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:70.0 |==> -70.0
305:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:13.0 * FastMath.sqrt(70.0) |==> 13.0 % FastMath.sqrt(70.0)
306:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:13.0 * FastMath.sqrt(70.0) |==> 13.0 + FastMath.sqrt(70.0)
307:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:13.0 * FastMath.sqrt(70.0) |==> 13.0 - FastMath.sqrt(70.0)
308:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:13.0 * FastMath.sqrt(70.0) |==> 13.0 / FastMath.sqrt(70.0)
309:AOR:-(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:322.0 - 13.0 * FastMath.sqrt(70.0) |==> 322.0 % (13.0 * FastMath.sqrt(70.0))
310:AOR:-(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:322.0 - 13.0 * FastMath.sqrt(70.0) |==> 322.0 * (13.0 * FastMath.sqrt(70.0))
311:AOR:-(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:322.0 - 13.0 * FastMath.sqrt(70.0) |==> 322.0 + 13.0 * FastMath.sqrt(70.0)
312:AOR:-(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:322.0 - 13.0 * FastMath.sqrt(70.0) |==> 322.0 / (13.0 * FastMath.sqrt(70.0))
313:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:900.0 |==> 0.0
314:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:900.0 |==> -900.0
315:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:(322.0 - 13.0 * FastMath.sqrt(70.0)) / 900.0 |==> (322.0 - 13.0 * FastMath.sqrt(70.0)) % 900.0
316:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:(322.0 - 13.0 * FastMath.sqrt(70.0)) / 900.0 |==> (322.0 - 13.0 * FastMath.sqrt(70.0)) * 900.0
317:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:(322.0 - 13.0 * FastMath.sqrt(70.0)) / 900.0 |==> (322.0 - 13.0 * FastMath.sqrt(70.0)) + 900.0
318:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:111:(322.0 - 13.0 * FastMath.sqrt(70.0)) / 900.0 |==> (322.0 - 13.0 * FastMath.sqrt(70.0)) - 900.0
319:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:322.0 |==> 0.0
320:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:322.0 |==> -322.0
321:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:13.0 |==> 0.0
322:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:13.0 |==> -13.0
323:LVR:POS:0:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:70.0 |==> 0.0
324:LVR:POS:NEG:org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:70.0 |==> -70.0
325:AOR:*(double,double):%(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:13.0 * FastMath.sqrt(70.0) |==> 13.0 % FastMath.sqrt(70.0)
326:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:13.0 * FastMath.sqrt(70.0) |==> 13.0 + FastMath.sqrt(70.0)
327:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:13.0 * FastMath.sqrt(70.0) |==> 13.0 - FastMath.sqrt(70.0)
328:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator:112:13.0 * FastMath.sqrt(70.0) |==> 13.0 / FastMath.sqrt(70.0)
