v1,v2
v3,v4
v4,v5
v4,v6
v6,v7
v7,v8
v8,v9
v8,v10
v10,v11
v11,v12
v12,v13
v13,v14
v13,v15
v15,v16
v16,v17
v17,v18
v19,v20
v21,v22
v23,v24
v24,v25
v25,v26
v26,v29
v26,v30
v29,v37
v30,v31
v31,v34
v31,v35
v34,v36
v35,v31
v36,v26
v37,v38
v38,v39
v39,v40
v40,v41
v41,v42
v42,v43
v43,v46
v43,v47
v46,v54
v47,v48
v47,v50
v48,v49
v49,v53
v50,v51
v51,v52
v52,v49
v53,v43
v55,v56
v57,v58
v59,v60
