v1,v2
v2,v3
v2,v4
v4,v5
v5,v6
v5,v7
v7,v8
v8,v9
v8,v10
v10,v11
v11,v12
v12,v13
v13,v14
v14,v15
v15,v16
v17,v18
v18,v19
v18,v20
v20,v21
v21,v22
v22,v23
v22,v24
v23,v24
v24,v25
v25,v26
v25,v27
v26,v27
v27,v28
v29,v30
v31,v32
v32,v33
v33,v36
v33,v37
v36,v38
v37,v33
v39,v40
v40,v41
v41,v42
v41,v43
v43,v44
v44,v45
v45,v46
v45,v47
v46,v47
v47,v48
v48,v49
v48,v50
v49,v50
v50,v51
v52,v53
v54,v55
v55,v56
v56,v57
v58,v59
v59,v60
v60,v61
v62,v63
v63,v64
v63,v66
