v1,v2
v2,v3
v3,v4
v4,v5
v5,v6
v6,v7
v8,v9
v10,v11
v11,v12
v12,v13
v13,v14
v14,v17
v14,v18
v17,v19
v18,v14
v20,v21
v22,v23
v23,v24
v24,v25
v26,v27
v27,v28
v28,v29
v30,v31
v31,v32
v31,v33
v32,v33
v33,v34
v34,v35
v35,v36
v37,v38
v38,v39
v39,v40
v40,v41
v41,v44
v41,v45
v44,v46
v45,v41
v47,v48
v48,v49
v49,v50
v50,v53
v50,v54
v53,v55
v54,v50
v55,v56
v56,v59
v56,v60
v59,v66
v60,v63
v60,v64
v63,v65
v64,v60
v65,v56
v67,v68
v68,v69
v69,v70
v70,v71
v70,v72
v72,v73
v73,v74
v73,v75
